מספר עמותה,שם עמותה,תאריך קבלת התרומה,ישות מדינית זרה תורמת,סוג ישות מדינית זרה תורמת (קוד),סכום התרומה בש~ח,מטבע,שער המרה,מטרת תרומה,התנאים לתרומה,שנת תרומה,רבעון תרומה,עיקר מימון תרומות מישות מדינית זרה,Column1
580000370,עוז ושלום~ החוג הרעיוני לציונות דתית (ע~ר),29/06/2021,Stichingqnet solidariteits fand,איחוד~ ארגון או חבר של גופים זרים,47416,אירו,3.95,עלון שבת שלום,,2020,ראשון,לא,
580000370,עוז ושלום~ החוג הרעיוני לציונות דתית (ע~ר),29/06/2021,Penn Commissie Dienst,איחוד~ ארגון או חבר של גופים זרים,3296,אירו,3.88,עלון שבת שלום,,2020,ראשון,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4350,אירו,4.23,תמיכה בפסטיבל הסטודנטים,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות יוון,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1577,אירו,4.15,כרטיסי טיסה לאמנים משתתפים בפסטיבל הסטודנטים,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות הונגריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7600,אירו,4.2,כרטיסי טיסה אורחים מהונגריה לפסטיבל הסטונדטים ,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2635,אירו,4.22,תמיכה בפסטיבל הסטודנטים,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות ארה~ב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,36400,דולר ארה~ב,3.64,תמיכה בפרוייקט אוטובוס הסרטים,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2748,דולר קנדי,2.76,תמיכה בפסטיבל הסטודנטים,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות פורטוגל,איחוד~ ארגון או חבר של מדינות זרות,5133,אירו,4.27,תמיכה בפסטיבל הסטודנטים,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות רומניה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4210,אירו,4.34,תמיכה בפסטיבל הגאה,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות ברזיל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7315,אירו,4.27,תמיכה בתשלום זכויות סרטים לפסטיבל הגאה,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,שגרירות ארה~ב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,20925,דולר ארה~ב,3.63,תמיכה בפסטיבל הגאה,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),01/07/2019,קרן רייאן אנגליה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,34310,לירה שטרלינג,4.77,תמיכה בפרוייקט טלויזיה קהילתית,ללא,2018,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),28/03/2023,שגרירות גרמניה בישראל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,233000,אירו,3.88,ביצוע פרויקט 100 ראיונות לקהילה הלהטבית,בחירה והתקשרות עם יוצר לביצוע הפרויקט,2021,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות קנדה,מדינה זרה,7500,שקל חדש,0,פסטיבל גאה,פסטיבל גאה,2017,ראשון,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות פורטגל,מדינה זרה,5726,שקל חדש,3.88,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות אירלנד,מדינה זרה,3880,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות פינלנד,מדינה זרה,2691,שקל חדש,0,פסטיבל גאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות נורבגיה,מדינה זרה,3152,אירו,3.94,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות שוויץ,מדינה זרה,1802,אירו,3.9,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות שבדיה,מדינה זרה,3000,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות נורבגיה,מדינה זרה,2954,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות ספרד,מדינה זרה,1400,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות נורבגיה,מדינה זרה,2925,אירו,3.9,פסטיבל ילדים,פסטיבל ילדים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות ארגנטינה,מדינה זרה,1440,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות ארגנטינה,מדינה זרה,720,שקל חדש,0,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות ארצות הברית,מדינה זרה,53910,שקל חדש,0,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות גרמניה,מדינה זרה,4680,שקל חדש,0,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות שבדיה,מדינה זרה,1500,שקל חדש,0,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות מקסיקו,מדינה זרה,890,דולר ארה~ב,3.56,פסטיבל הילדים,פסטיבל הילדים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות בלגיה,מדינה זרה,1940,אירו,3.99,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות אקוודור,מדינה זרה,1400,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות שוויץ,מדינה זרה,1580,שקל חדש,0,פסטיבל ילדים,פסטיבל ילדים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,המכון הפולני,מדינה זרה,7825,שקל חדש,0,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות אוסטריה,מדינה זרה,3950,אירו,3.95,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות ספרד,מדינה זרה,2920,דולר ארה~ב,3.65,פסטיבל הסטודנטים,פסטיבל הסטודנטים,2017,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות אוסטריה,מדינה זרה,1596,אירו,4.2,פסטיבל הגאה,פסטיבל הגאה,2017,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,wider,מדינה זרה,69094,שקל חדש,0,פסטיבל הגאה,פסטיבל הגאה,2017,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),14/08/2018,שגרירות סין,מדינה זרה,72080,דולר ארה~ב,3.6,פסטיבל הסיני,פסטיבל הסיני,2017,רביעי,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות שבדיה,מדינה זרה,6000,אירו,4.3,פסטיבל גאה,פסטיבל גאה,2016,ראשון,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות אירלנד,מדינה זרה,4095,אירו,4.3,פסטיבל גאה,פסטיבל גאה,2016,ראשון,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות נורבגיה,מדינה זרה,16000,כתר נורבגי,0.45,פסטיבל הגאה,פסטיבל גאה,2016,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות פולין,מדינה זרה,4300,אירו,4.3,פסטיבל סטודנטים,פסטיבל סטודנטים,2016,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות אוסטריה,מדינה זרה,6465,אירו,4.3,פסטיבל סטודנטיןם,פסטיבל סטודנטים,2016,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות נורבגיה,מדינה זרה,2078,כתר נורבגי,0.45,פסטיבל סטודנטים,פסטיבל סטודנטים,2016,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות פינלנד,מדינה זרה,2940,אירו,4.3,פסטיבל ילדים,פסטיבל ילדים,2016,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),24/07/2017,שגרירות צרפת,מדינה זרה,2048,אירו,4.3,פסטיבל סטודנטים,פסטיבל סטודנטים,2016,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),03/01/2017,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4821,שקל חדש,2.98,תרומה לפסטיבל הגאה 2015,לקיים את הפסטיבל 2015,2015,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),03/01/2017,שגרירות שבדיה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4000,שקל חדש,0.46,תרומה לפסטיבל הגאה 2015,קיום הפסטיבל ב2015,2015,שני,לא,
580002053,סינמטק תל - אביב (ע~ר),03/01/2017,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,5064,שקל חדש,4.32,תרומה לפסטיבל הסטודנטים,קיום הפסטיבל בשנת 2015,2015,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),03/01/2017,שגרירות נורבגיה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2795,שקל חדש,0.46,פסטיבל סרטי ילדים ונוער הבינלאומי 2015,קיום הפסטיבל בשנת 2015,2015,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),03/01/2017,שגרירות דנמרק,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3213,שקל חדש,0.58,פסטיבל סרטי ילדים ונוער הבינלאומי 2015,קיום הפסטיבל בשנת 2015,2015,שלישי,לא,
580002053,סינמטק תל - אביב (ע~ר),03/01/2017,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,13011,שקל חדש,2.98,פסטיבל סרטי ילדים ונוער 2015,קיום הפסטיבל בשנת 2015,2015,שלישי,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),19/08/2018,ממשלת צ'כיה באמצעות שגרירות צ'כיה בישראל,מדינה זרה,55332,שקל חדש,0,הקצבה לפעילות העמותה,הגשת דו~חות ביצוע לפעילות בעמותה,2018,שני,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),30/11/2017,ממשלת צ'כיה באמצעות השגרירות,מדינה זרה,51093,שקל חדש,0,פעילות שוטפת וארגון כנס שנתי,דו~ח ביצוע,2017,שלישי,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),26/09/2016,ממשלת צ'כיה באמצעות השגרירות,מדינה זרה,46889,שקל חדש,0,פעילות שוטפת וארגון כנס שנתי,דו~ח ביצוע,2016,שני,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),26/09/2016,ממשלת צ'כיה באמצעות השגרירות,מדינה זרה,21970,שקל חדש,0,פעילות שוטפת וארגון הכנס השנתי לניצולים,הגשת דו~ח ביצוע,2015,שלישי,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),26/09/2016,קרן העתיד של הרפובליקה האוסטרית Zukunftsfond,מדינה זרה,53820,אירו,4.5,8~910 ש~ח עבור הוצאת ספר לזכרה של קמילה הירש שהיתה בגטו טרזיינשטט. 44~910 ש~ח עבור פרוייקט דו קיום עם העדה הדרוזית,דו~ח ביצוע,2015,שלישי,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),02/04/2023,ממשלת צ'כיה,מדינה זרה,66874,שקל חדש,0,הקצבה שנתית לפעילות שוטפת ,הגשת דו~ח ביצוע ,2021,שני,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),06/06/2023,ממשלת צ'כיה,מדינה זרה,79115,שקל חדש,0,תמיכה בפעילות שוטפת ,הגשת דוח ביצוע תקופתי ,2023,ראשון,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),02/04/2023,ממשלת צ'כיה,מדינה זרה,66874,שקל חדש,0,הקצבה שנתית לפעילות שוטפת ,הגשת דו~ח ביצוע ,2021,שני,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),18/10/2021,ממשלת צ'כיה,מדינה זרה,46926,שקל חדש,0,הקצבה שנתית לפעילות שוטפת ,הגשת דו~ח ביצוע ,2019,שני,לא,
580002780,קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע~ר),18/10/2021,ממשלת צ'כיה ,מדינה זרה,28169,שקל חדש,0,הקצבה שנתית לפעילות שוטפת ,הגשת דוח ביצוע ,2020,שני,לא,
580006385,קרן תל אביב יפו לפיתוח (ע~ר),21/12/2022,kompetenzzentrum fuer das,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,501087,אירו,3.76,הפעלת מרכז העיר הלבנה,תרומה ייעודית להפעלת מרכז עיר לבנה תל אביב ,2021,שלישי,לא,
580006385,קרן תל אביב יפו לפיתוח (ע~ר),22/12/2022,kompetenzzentrum fuer das ,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,445740,אירו,3.91,הפעלת מרכז עיר לבנה ,תרומה ייעודית להפעלת מרכז עיר לבנה בתל אביב,2021,ראשון,לא,
580006385,קרן תל אביב יפו לפיתוח (ע~ר),21/06/2020,kompetenzzentrum fuer das kassen,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,473601,אירו,4.16,הפעלת מרכז עיר לבנה,תרומה ייעודית להפעלת מרכז עיר לבנה בתל אביב,2020,ראשון,לא,
580006385,קרן תל אביב יפו לפיתוח (ע~ר),21/06/2020,kompetenzzentrum fuer das kassen,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,135713,אירו,4.02,הפעלת מרכז עיר לבנה תל אביב,תרומה ייעודית להפעלת מרכז עיר לבנה בת~א ,2019,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),23/06/2020,שגרירות צרפת,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,59022,שקל חדש,0,תמיכה בפרויקט במסגרת פסטיבל ישראל,קיום הפסטיבל,2019,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),23/06/2020,מכון אדם מיסקביץ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,50872,שקל חדש,0,תמיכה בפרויקט במסגרת פסטיבל ישראל,קיום הפסטיבל,2019,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),10/12/2019,שגרירות ברזיל,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,10716,שקל חדש,0,תמיכה במופע במסגרת פסטיבל ישראל,קיום מופע,2019,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),18/02/2019,מרכז צ'כי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10000,שקל חדש,0,תמיכה במופע ספוטניק,קיום מופע,2018,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),18/02/2019,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,8420,שקל חדש,0,תמיכה במופע ווילי דורנר,קיום מופע,2018,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),18/02/2019,קונסוליה אוסטרלית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1222,שקל חדש,0,החזר עבור טיסה ואירוח של נציגת פסטיבל ישראל בפסטיבל בבלגיה,השתתפות בפסטיבל,2018,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),18/02/2019,salto verein,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,12250,שקל חדש,0,תמיכה ללהקת ווילי דורנר,קיום מופע,2018,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),18/02/2019,מועצה שויצרית לתרבות,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,59301,שקל חדש,0,תמיכה במופע רימיני פרוטוקול,קיום המופע,2018,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),18/02/2019,שגרירות צרפת,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,169750,שקל חדש,0,תמיכה במופע בפסטיבל,קיום פסטיבל/ מופע,2018,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),13/12/2022,שגרירות ליטא,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,6837,אירו,3.43,תמיכה במופע,קיום מופע,2022,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),25/01/2023,שגרירות ליטא,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,6818,אירו,3.42,תמיכה במופע במסגרת פסטיבל ישראל,קיום מופע,2022,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),25/01/2023,מרכז תרבות ליטא,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3548,אירו,3.43,החזר הוצאות טיסה ,טיסה לפסטיבל בליטא,2022,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/03/2022,מכון צרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4623,שקל חדש,0,השתתפות בנסיעה לצרפת,נסיעה למופע בצרפת,2021,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),01/04/2014,ממשלת יפן,מדינה זרה,141338,אירו,4.71,החזר הוצאות מופע the bee,קיום המופע,2013,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,מרכז תרבות אמריקה,מדינה זרה,38840,שקל חדש,1,החזר הוצאות -שילה גורדן+גון סקופילד.,קיום מופעים,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,פורום תרבות אוסטריה,מדינה זרה,29400,שקל חדש,1,החזר הוצאות טיסה ואירוח,קיום מופע אקסנטוס,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,BI ARTS,מדינה זרה,24240,שקל חדש,1,תמיכה במופע,קיום מופע אד אינפיניטום,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,שגרירות יפן,מדינה זרה,62016,שקל חדש,1,תשלום כ~א +לינה,קיום מופע ימאטו,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,מרכז תרבות רומניה,מדינה זרה,186200,אירו,4.9,תמיכה במופע כריסטוס+א-קפלה,קיום מופע,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,ממשלת סין,מדינה זרה,294840,דולר ארה~ב,3.9,תשלום שכר קונג פו,קיום מופע,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,קרן יפן,מדינה זרה,171726,ין יפני,5.13,טיסות ומטען ימאטו,קיום מופע,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),09/10/2012,ממשלת צכיה,מדינה זרה,750000,שקל חדש,1,תמיכה במופעים א-קפלה~רקוויאם~פורמן~תערוכה~קבלת פנים~מועדון ג'ז,קיום מופע,2012,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),22/04/2018,מרכז אמריקאי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10800,שקל חדש,0,תמיכה במופעי הפסטיבל,קיום מופעים,2017,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),22/04/2018,שגרירות איטליה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3211,שקל חדש,0,תמיכה במופע בפסטיבל,קיום מופע,2017,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,המכון הצרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,8998,שקל חדש,0,תמיכה במופעי הפסטיבל,קיום הפסטיבל,2015,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4480,שקל חדש,0,תמיכה במופעי הפסטיבל,קיום פסטיבל,2015,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,שגרירות נורווגיה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,6983,שקל חדש,0,השתתפות בהפקת מופע,קיום מופע,2015,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,שגרירות ארה~ב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7776,שקל חדש,0,תמיכה במופעי פסטיבל,קיום פסטיבל,2015,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,מכון גטה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,29852,שקל חדש,0,תמיכה במופעי פסטיבל,קיום פסטיבל,2015,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,מכון גטה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,231000,אירו,4.2,תמיכה ישירה במופע בפסטיבל,קיום מופע,2015,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,שגרירות רומניה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1,שקל חדש,0,השגרירות הייתה אחראית למימון הוצאות הפרויקט~ אמדן הוצאה כ- 5000 אירו.,קיום מופע,2015,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),03/01/2017,שגרירות ארה~ב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,30968,שקל חדש,0,תמיכה במופעי הפסטיבל,קיום הפסטיבל,2015,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),22/05/2017,שגרירות איטליה בישראל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,14840,שקל חדש,0,תמיכה בפסטיבל ,קיום הפסטיבל,2016,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),22/05/2017,המכון הצרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7845,שקל חדש,0,תמיכה בפסטיבל ג'ז ירושלים,קיום פסטיבל,2016,רביעי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),29/10/2017,שגרירות ספרד,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7120,שקל חדש,0,תמיכה בפסטיבל,קיום פסטיבל,2017,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),29/10/2017,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,12138,שקל חדש,0,תמיכה בפסטיבל,קיום פסטיבל,2017,שלישי,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),29/10/2017,שגרירות נורווגיה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,23194,שקל חדש,0,תמיכה במופע ,קיום מופע,2017,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),29/10/2017,מרכז צ'כיה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1800,שקל חדש,0,מימון טיסה לפסטיבל בצ'כיה,השתתפות בפסטיבל,2017,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),29/10/2017,מרכז אמריקאי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,43200,שקל חדש,0,תמיכה במופע בפסטיבל,קיום מופע,2017,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),29/10/2017,שגרירות ברזיל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10560,שקל חדש,0,תמיכה במופע במסגרת פסטיבל ישראל,קיום מופע,2017,שני,לא,
580006559,פסטיבל ישראל~ ירושלים (ע~ר),05/09/2017,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,17240,שקל חדש,0,החזר הוצאות טיסה למופע של דוריס אוליך,קיום מופע,2016,שני,לא,
580007557,מרכז רפואי שערי צדק (ע~ר),20/01/2022,U.S Government A.I.D,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,2433425,דולר ארה~ב,3.13,רכישת מכשור רפואי למחלקות קרדיולוגיה ורדיותרפיה,אין תנאים מיוחדים,2021,רביעי,לא,
580007557,מרכז רפואי שערי צדק (ע~ר),07/07/2022,U.S Government A.I.D,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,1383653,דולר ארה~ב,3.24,רכישת מכשור רפואי למחלקת קרדיולוגיה,אין תנאים מיוחדים,2021,שני,לא,
580007557,מרכז רפואי שערי צדק (ע~ר),31/10/2023,U.S Government A.I.D,רשות מקומית או מחוזית~ רשות שלטונית של מדינה זרה או של מדינה שחברה בברית מדינות במדינה זרה,764500,דולר ארה~ב,3.48,רכישת מכשור רפואי למחלקת ממוגרפיה,אין תנאים מיוחדים,2023,ראשון,לא,
