מספר עמותה,שם עמותה,תאריך קבלת התרומה,ישות מדינית זרה תורמת,סוג ישות מדינית זרה תורמת (קוד),סכום התרומה בש~ח,מטבע,שער המרה,מטרת תרומה,התנאים לתרומה,שנת תרומה,רבעון תרומה,עיקר מימון תרומות מישות מדינית זרה,Column1
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/02/2020,מכון גתה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,500,שקל חדש,0,פסטיבל הקולנוע היהודי,אין,2019,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/02/2020,הקונסוליה הצרפתית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,11583,שקל חדש,0,פסטיבל הקולנוע ירושלים 2019,אין,2019,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/02/2020,מכון גתה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1910,שקל חדש,0,פסטיבל הקולנוע היהודי,אין,2019,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/02/2020,ZUKUNFTSFONDS DER REPUBLIK OEST,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,15071,אירו,3.8,פעילות סינמטק ירושלים 2019,אין,2019,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/02/2020,שגרירות פולין/המכון הפולני,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2888,אירו,3.8,פסטיבל הקולנוע היהודי,איו,2019,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),27/07/2020,הקונסוליה הצרפתית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,18450,שקל חדש,0,פסטיבל הקולנוע היהודי,לא רלוונטי,2020,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),27/07/2020,המכון הצרפתי בישראל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,6000,שקל חדש,0,שוטף סינמטק ירושלים,לא רלוונטי,2020,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),27/07/2020,ג'רמן פילמס,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,9681,אירו,3.87,פסטיבל הקולנוע ירושלים,לא רלוונטי,2020,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),21/04/2021,מכון גתה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2400,שקל חדש,0,פסטיבל יהודי 2020,אין,2021,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),21/04/2021,מכון גתה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2387,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2021,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),21/04/2021,GVT. CANADA ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7636,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2021,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),21/04/2021,שגרירות ארה~ב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,31545,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2021,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות ארגנטינה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,675,שקל חדש,0,פסטיבל הקולנוע היהודי 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות ארה~ב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,8182,שקל חדש,0,פסטיבל הקולנוע היהודי 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3857,שקל חדש,0,פסטיבל הקולנוע היהודי 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות פולין,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3184,שקל חדש,0,פסטיבל הקולנוע היהודי 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות פולין,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,5570,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4000,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,הבית הצ'כי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1500,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/04/2021,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2788,שקל חדש,0,פסטיבל הקולנוע ירושלים 2020,אין,2020,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/10/2018,שגרירות פיליפינים,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1441,שקל חדש,0,פעילות סינמטק,אין,2018,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/10/2018,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4219,שקל חדש,0,פעילות סינמטק,אין,2018,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/10/2018,גרמן פילמס,איחוד~ ארגון או חבר של גופים זרים,21000,אירו,4.2,פעילות פסטיבל בינלאומי,אין,2018,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/10/2018,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2514,שקל חדש,0,פעילות פסטיבל בינלאומי,אין,2018,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),23/07/2018,המכון הצרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1000,שקל חדש,0,פעילות חינוך בסינמטק ירושלים,אין,2018,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),23/07/2018,המכון הצרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1000,שקל חדש,0,פעילות חינוך סינמטק ירושלים,אין,2018,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,מכון גתה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1993,שקל חדש,0,פעילות פסטיבל הקולנוע הבינלאומי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,מכון רומני,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1680,אירו,4.2,פעילות פסטיבל הקולנוע הבינלאומי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,מכון צרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,11590,שקל חדש,0,פעילות פסטיבל הקולנוע הבינלאומי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,מכון צרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1000,שקל חדש,0,פעילות סינמטק,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,שגרירות דנמרק,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,6280,שקל חדש,0,פעילות פסטיבל הקולנוע היהודי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2090,שקל חדש,0,פעילות פסטיבל הקולנוע היהודי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,שגרירות ארגנטינה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1634,דולר ארה~ב,3.52,פעילות פסטיבל הקולנוע היהודי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,מכון איטליה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1200,שקל חדש,0,פעילות פסטיבל הקולנוע היהודי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),07/02/2018,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,5012,שקל חדש,0,פעילות פסטיבל הקולנוע היהודי ירושלים,אין,2017,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),26/04/2017,המכון הרומני,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2548,דולר ארה~ב,3.86,תמיכה פסטיבל יהודי,אין,2017,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),26/04/2017,שגרירות אירלנד,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1767,שקל חדש,0,פעילות תוכן סינמטק,אין,2017,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),26/04/2017,ההוספיס האוסטרי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,11970,שקל חדש,0,פעילות ארכיון,אין,2017,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),26/04/2017,שגרירות שוויץ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2000,שקל חדש,0,תמיכה פסטיבל יהודי,אין,2017,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),22/10/2017,גרמן פילמס,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,15011,אירו,3.99,פעילות פסטיבל הקולנוע הבינלאומי ירושלים,אין,2017,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),22/10/2017,מכון איטלקי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3200,אירו,4,פעילות פסטיבל הקולנוע הבינלאומי ירושלים,אין,2017,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),22/10/2017,מכון אוסטרי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4000,אירו,4,פעילות ארכיון,אין,2017,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),24/07/2017,שגרירות ארגנטינה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1400,שקל חדש,0,פעילות פסטיבל הקולנוע הבינלאומי,אין,2017,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,מכון פולני,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4260,שקל חדש,0,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3300,שקל חדש,0,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות ספרד,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4586,דולר ארה~ב,3.82,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות ארגנטינה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1225,דולר ארה~ב,3.82,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,הקונסוליה הבריטית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,12000,שקל חדש,0,פעילות סינמטק,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות רומניה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1153,דולר ארה~ב,3.84,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות בלגיה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3600,אירו,4.69,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,מכון רומני,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2520,דולר ארה~ב,3.87,פסטיבל הקולנוע היהודי,אין,2016,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,4920,שקל חדש,0,פסטיבל הקולנוע היהודי,אין,2016,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות ארגנטינה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2000,שקל חדש,0,פסטיבל הקולנוע היהודי,אין,2016,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,שגרירות שוויץ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2000,שקל חדש,0,פסטיבל הקולנוע היהודי,אין,2016,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,קונסוליה שוודית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2642,דולר ארה~ב,3.86,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),10/08/2017,המרכז הצ'כי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7800,שקל חדש,0,פסטיבל הקולנוע הבינלאומי ירושלים,אין,2016,שני,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,AUSTRIAN FILMS ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,24428,אירו,4.07,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,ASIAN FILM AWARDS ACADEMY LTD ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10179,אירו,4.07,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,GERMAN FILMS  ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10089,אירו,4.07,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,שגרירות מקסיקו ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1500,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,שגרירות שוודיה  ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2246,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,הקונסוליה הבלגית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,11381,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,MEDIENBOARD BERLIN-BRANDENBURG GM ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10066,אירו,4.02,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,16400,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,הקונסוליה השוודית,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7000,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,Free State of Bavaria in Israel,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,26718,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,EMBAJADA DE ESPA A EN TEL AVIV ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,6480,אירו,3.6,שוטף סינמטק ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),06/11/2023,שגרירות ארהב,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,70465,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,שלישי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),11/04/2024,שגרירות סין ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,3700,שקל חדש,0,סינמטק ירושלים 2024,אין,2024,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),11/04/2024,המכון הצרפתי בישראל ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2200,שקל חדש,0,סינמטק ירושלים 2024,אין,2024,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),11/04/2024,המכון הצרפתי בישראל ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2200,שקל חדש,0,סינמטק ירושלים 2024,אין,2024,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),11/04/2024,שגרירות יפן ,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,10772,דולר ארה~ב,3.63,סינמטק ירושלים 2024,אין,2024,ראשון,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/01/2024,המכון הצרפתי בישראל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,14000,שקל חדש,0,פסטיבל הקולנוע ירושלים 2023,אין,2023,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/01/2024,המכון הצרפתי בישראל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,8590,שקל חדש,0,פסטיבל הקולנוע היהודי 2023,אין,2023,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/01/2024,שגרירות קנדה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1649,שקל חדש,0,פסטיבל הקולנוע היהודי 2023,אין,2023,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/01/2024,שגרירות הונגריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,2636,שקל חדש,0,פסטיבל הקולנוע היהודי 2023,אין,2023,רביעי,לא,
580059277,סינמטק ירושלים - ארכיון ישראלי לסרטים (ע~ר),16/01/2024,שגרירות אוסטריה,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,12900,שקל חדש,0,פסטיבל הקולנוע היהודי 2023,אין,2023,רביעי,לא,
580061604,קרן לשמירת הטבע והמורשת (ע~ר),22/11/2023,International Fund for Hubara Conservation,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,475912,דולר ארה~ב,3.5,פרויקט מחקר וניטור עוף החוברה,תכנית עבודה למחקר וניטור ,2022,רביעי,לא,
580065597,ידידי ~אור חדש~  (ע~ר),22/05/2017,שגרירות איטליה בישראל,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,14840,שקל חדש,1,תמיכה בפסטיבל,קיום הפסטיבל,2016,רביעי,לא,
580065597,ידידי ~אור חדש~  (ע~ר),22/05/2017,המכון הצרפתי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7845,שקל חדש,1,תמיכה בפסטיבל ג'ז בירושלים,קיום פסטיבל,2016,רביעי,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),27/08/2023,הרבנות הראשית לתורכיה,איחוד~ ארגון או חבר של מדינות זרות,15651,דולר ארה~ב,3.52,למטרות העמותה,,2022,רביעי,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),27/08/2023,הרבנות הראשית של תורכיה,איחוד~ ארגון או חבר של מדינות זרות,24767,דולר ארה~ב,3.1,למטרות העמותה,,2022,ראשון,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),27/08/2023,הרבנות הראשית של תורכיה,איחוד~ ארגון או חבר של מדינות זרות,9911,דולר ארה~ב,3.24,למטרות העמותה,,2022,שני,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),27/08/2023,הרבנות הראשית של תורכיה,איחוד~ ארגון או חבר של מדינות זרות,15867,דולר ארה~ב,3.2,למטרות העמותה,,2022,שני,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),27/08/2023,הרבנות הראשית של תורכיה,איחוד~ ארגון או חבר של מדינות זרות,34377,דולר ארה~ב,3.46,למטרות העמותה,,2022,שני,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),28/08/2023,משרד התיירות התורכי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,7817,דולר ארה~ב,3.41,למטרות העמותה,,2022,שלישי,לא,
580067023,התאחדות יוצאי תורכיה בישראל (ע~ר),28/08/2023,משרד התיירות התורכי,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,48472,דולר ארה~ב,3.38,למטרות העמותה,,2022,שלישי,לא,
580071850,בית איזי שפירא - עמותת אבי (ע~ר),06/08/2017,United States Agency for International Development,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,684584,דולר ארה~ב,3.8,פעילות משותפת של יהודים וערבים לשינוי עמדות בנושא מוגבליות,מצ~ב חוזה של העמותה עם United States Agency for International Development,2016,רביעי,לא,
580071850,בית איזי שפירא - עמותת אבי (ע~ר),06/08/2017,United States Agency for International Development,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,116644,דולר ארה~ב,3.9,פעילות משותפת של יהודים וערבים לשינוי עמדות בנושא מוגבליות,מצ~ב חוזה של העמותה עם United States Agency for International Development,2016,ראשון,לא,
580071850,בית איזי שפירא - עמותת אבי (ע~ר),04/01/2017,United States Agency for International Development,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,323519,דולר ארה~ב,3.82,פעילות משותפת של יהודים וערבים לשינוי עמדות בנושא מוגבליות,מצ~ב חוזה של העמותה עם United States Agency for International Development,2016,שלישי,לא,
580071850,בית איזי שפירא - עמותת אבי (ע~ר),24/01/2017,United States Agency for International Development,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,242842,דולר ארה~ב,3.79,פעילות משותפת של יהודים וערבים לשינוי עמדות בנושא מוגבליות,מצ~ב חוזה של העמותה עם United States Agency for International Development,2016,שני,לא,
580071850,בית איזי שפירא - עמותת אבי (ע~ר),24/01/2017,United States Agency for International Development,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,738538,דולר ארה~ב,3.9,פעילות משותפת של יהודים וערבים לשינוי עמדות בנושא מוגבליות,מצ~ב חוזה של העמותה עם United States Agency for International Development,2016,ראשון,לא,
580071850,בית איזי שפירא - עמותת אבי (ע~ר),03/11/2016,United States Agency for International Development,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,685782,דולר ארה~ב,3.89,פעילות משותפת של יהודים וערבים לשינוי עמדות בנושא מוגבליות,נשלח חוזה לרשם העמותת של העמותה עם United States Agency for International Development,2015,רביעי,לא,
580075166,אגודת אלמקאסד האיסלאמית לצדקה בירושלים  (ע~ר),13/03/2022,The Red Crescent of Qatar,מדינה זרה,3965814,דולר ארה~ב,3.22,תמיכה כללית,,2020,רביעי,לא,
580075166,אגודת אלמקאסד האיסלאמית לצדקה בירושלים  (ע~ר),13/03/2022,The United Nations Development Program,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,968934,דולר ארה~ב,3.22,תמיכה כללית,,2020,רביעי,לא,
580075166,אגודת אלמקאסד האיסלאמית לצדקה בירושלים  (ע~ר),10/08/2020,UNDP- Community Resilience and Development Program,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,85000,דולר ארה~ב,3.4,Support for medical treatment of uninsured or partially insured poor and marginalized patients living in occupied east jerusalem,support for medical treatment of uninsured or partially insured poor and marginalized patients living in occupied east jerusalem,2018,ראשון,לא,
580075166,אגודת אלמקאסד האיסלאמית לצדקה בירושלים  (ע~ר),10/08/2020,UNDP- Community Resilience and Development Program,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,18250,דולר ארה~ב,3.65,Support for medical treatment of uninsured or partially insured poor and marginalized patients living in east jerusalem,support for medical treatment of uninsured or partially insured poor and marginalized patients living in east jerusalem,2018,שלישי,לא,
580075166,אגודת אלמקאסד האיסלאמית לצדקה בירושלים  (ע~ר),10/08/2020,PECDAR,אורגן~ רשות או נציגות של מדינה זרה או של איחוד מדינות זרות,1445364,שקל חדש,1,Restricted Donation- Build / Improve the hospital facilities,Restricted Donation- Build / Improve the hospital facilities,2018,שלישי,לא,
