מספר חלצ,תאריך רישום חלצ,שם חלצ בעברית,שם חלצ באנגלית,סטטוס חלצ,מטרות ארגון רשמיות,סיווג פעילות ענפי,תחום פעילות,שנת דיווח דוח כספי אחרון,מחזור - נתונים מדוח מילולי מקוון,מתנדבים- נתונים מדוח מילולי מקוון,עובדים- נתונים מדוח מילולי מקוון,איזורי פעילות,מקומות פעילות,תאריך עדכון אחרון של נתוני חלצ,כתובת - ישוב,כתובת - רחוב,כתובת - מספר דירה,כתובת - מיקוד,מען - ישוב,מען - רחוב,מען - מספר דירה,מען - מיקוד,מען - מיקוד תיבת דואר,מען - תיבת דואר,תאריך התחלה תוקף מטרות עמותה,תאריך ביקורת עומק אחרונה,Column1
513798579,14/02/2013,המכללה האקדמית לישראל ברמת-גן בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",השכלה גבוהה,2022,59283486,0,185,דרום,,20/12/2022,רמת גן,פנחס,87,5227528,,,,0,0,0,,27/12/2021,
513801100,04/12/2012,מועדון הכדורגל הפועל רמת גן גבעתיים (2006) בע~מ (חל~צ),HAPOEL RAMAT-GAN - GIVATAIM FOOTBALL CLUB (2006) LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,,,,,,,20/12/2022,גבעתיים,בורוכוב,56,5322207,,,,0,0,0,,,
513801324,28/05/2015,אל מגד בע~מ (חל~צ),AL MAGD LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,נצרת,רח 1006,35,1623729,נצרת,,,0,9849,9849,,,
513805135,27/01/2013,מגן ומושיע - הקרן לאברכים נזקקים בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,14404748,11,0,מרכז,,20/12/2022,בני ברק,הרב יברוב משה,6,5150317,,,,0,0,0,,,
513805804,29/03/2016,מכון אלטפל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,273884,0,4,צפון,,20/12/2022,ירושלים,בית חנינא החדשה,0,9730000,ירושלים,,,0,38481,38481,,,
513806646,,מכללה האקדמית לחברה ואמנויות בע~מ (חל~צ),,בפרוק מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",השכלה גבוהה,2022,0,0,0,דרום,,25/06/2023,נתניה,האורזים,10,4237927,קריית אונו,,,5510701,759,759,,,
513610683,,המרכז האקדמי שלם בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,37581527,4,106,צפון,,20/12/2022,ירושלים,העסקן,3,9378010,ירושלים,,,9100002,92,92,,27/12/2021,
513616003,26/12/2011,מוסדות ס.פאולא בארה~ק תובב~א בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",ישיבה – כולל,2021,30900,7,0,מרכז,,23/05/2023,בית שמש,רבי יוסי בן קיסמא,1,9957907,,,,0,0,0,,,
513809053,18/06/2017,בית בן יהודה מרכז מפגשים בינלאומי מיסודו של ארגון אות הכפרה והשלום בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,1071977,0,3,דרום,,20/12/2022,ירושלים,עין גדי,28,9338330,,,,0,0,0,,,
513734137,09/04/2017,חברה קדישא חסדי אמת אור יהודה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,ארגון דת יהודי,,,,,,,20/12/2022,קריית אתא,העצמאות,61,2850210,קריית אתא,,,2810301,311,311,,,
513741827,,המכללה האקדמית להנדסה וטכנולוגיה אורט הרמלין נתניה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",השכלה גבוהה,2018,0,0,0,דרום,,20/12/2022,נתניה,המחקר,2,0,,,,0,0,0,,,
513742338,,אייסטנדווידישראל.קו.איל בע~מ (חל~צ),ISTANDWITHISRAEL.CO.IL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,סיוע לנזקקים,,,,,,,20/12/2022,תל אביב - יפו,המסגר,30,6721117,רמת גן,דרך אבא הלל,7,5252204,0,0,,,
513744755,31/05/2015,חברת אגודת החקלאים ראשון לציון - חברה לתועלת הציבור בע~מ,,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",הכשרה ותעסוקה,,,,,,,06/06/2018,ראשון לציון,מוהליבר,14,7529316,,,,0,0,0,,,
513744763,27/11/2016,המרכז הבינלאומי ללימודי ילדים ונוער - חברה לתועלת הציבור בע~מ (חל~צ),THE INTERNATIONAL CENTER FOR CHILDREN AND YOUTH STUDIES -PUBLIC PURPOSE COMPANY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,21/12/2022,תל אביב - יפו,קהילת קובנה,10,6940071,,,,0,0,0,,,
513746271,08/08/2012,ניידות חב~ד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,3097823,230,50,צפון,,05/01/2023,בני ברק,סוקולוב,51,5132717,,,,0,0,0,,,
513753087,26/12/2012,אלמנאר להשכלה בע~מ (חל~צ),ALMANAR FOR EDUCATION LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,טייבה,טייבה,,40400,טייבה,טייבה,,40400,447,447,,,
513754416,21/02/2013,קרן ידע לעיתונאים ברשות השידור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,איגודים מקצועיים,אחר - איגודים מקצועיים,,,,,,,20/12/2022,ירושלים,יפו,161,9434251,,,,0,0,0,,,
513756239,,דרומה צפונה עידן העתיד בע~מ (חל~צ),DAROMA TZAFONA IDAN HATID  LTD (PBC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שיכון ופיתוח עירוני,אחר - שיכון ופיתוח עירוני,2022,16001625,25,7,תל אביב,,20/12/2022,עמיר,בית ראשון במולדת,1,1214000,,,,0,0,0,,27/12/2021,
513757377,19/04/2017,המכון הישראלי להגינות תקשורתית ופוליטית - חברה לתועלת הציבור בע~מ (חל~צ) ,THE ISRAELI INSTITUTE FOR HONESTY IN MEDIA AND POLITICS - A PUBLIC BENEFIT COMPANY LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,אלעד,רבן גמליאל,34,0,,,,0,0,0,,,
513709261,02/07/2014,בית חם לחייל הבודד (2005) מיסוד האגודה למען החייל בע~מ (חל~צ),WARM HOME FOR THE LONE SOLDIER (2005) ESTABLISHED BY THE SOLDIER'S ASSOCIATION LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,תמיכה בחיילים ושוטרים,2022,19543535,0,13,דרום,,20/12/2022,תל אביב - יפו,ויצמן,60,6215511,,,,0,0,0,,16/12/2020,
513709592,11/06/2017,אלפנאר לאיכות חיים וקידום החינוך והתרבות ביפו בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,תל אביב - יפו,פסטלוצי,27,6809515,,,,0,0,0,,,
513710244,24/02/2015,זיו המרגלית בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,1286975,0,21,מרכז,,20/12/2022,אשדוד,עקביא בן מהללאל,4,7765231,,,,0,0,0,,,
513718346,,מוסדות חב~ד בהרי יהודה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,ישיבה – כולל,2021,2535639,0,16,מרכז,,20/12/2022,ביתר עילית,כף החיים,7,9050000,,,,0,0,0,,,
513720755,26/11/2012,מנשר - לאמנות בע~מ (חל~צ),MINSHAR - LE'OMAUT LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אומנות,2022,9229015,0,126,צפון,,20/12/2022,תל אביב - יפו,חכמי דוד,18,6777818,,,,0,0,0,,27/12/2021,
513720789,,רודף שלום וחסד בע~מ (חל~צ),RODEF SHALOM VAHESED LTD (PBC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,14959295,0,14,דרום,,20/12/2022,ירושלים,עמק רפאים,43,9314104,,,,0,0,0,,,
513721191,,מכון תורה אור ביתר בע~מ (חל~צ) ,,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,,221128,0,0,מרכז,,20/12/2022,ביתר עילית,הרב מוצפי יעקב,8,9050000,,,,0,0,0,,,
513724625,07/12/2011,קהילת בית הלל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2022,5491217,54,13,צפון,,20/12/2022,אשדוד,האורגים,20,7760931,אשדוד,,,0,14179,14179,,22/10/2020,
513729178,23/09/2014,תקוות השני בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2021,481576,35,3,צפון,,20/12/2022,מעלה אדומים,השמינית,31,9834031,,,,0,0,0,,,
513729889,,ויה מכון מחקר לקוד פתוח ותוכנה חופשית בע~מ,VAYA RESEARCH CENTER FOR FREE & OPEN SOURCE SOFTWARE LTD,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,,,,,,,,,20/12/2022,מבוא חמה,"ד.נ. מרום הגליל , מצפה עמוקה  ",,13802,,,,0,0,0,,,
513490557,09/02/2016,המל~ן - המרכז למקצועות ניהול חברה לתועלת הציבור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",השכלה גבוהה,2020,0,0,0,דרום,,20/12/2022,בני ברק,מצדה,9,5120109,,,,0,0,0,,,
513480814,03/03/2013,בית החסידים רחוב חסדא אשדוד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,בתי כנסת,2021,1185755,10,0,מרכז,,20/12/2022,אשדוד,רב חיסדא,21,7765460,,,,0,0,0,,,
513481044,,האגודה הישראלית לצדק חלוקתי בע~מ (חל~צ),THE ISRAELI ASSOCIATION FOR DISTRIBUTIVE JUSTICE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2021,512002,5,3,דרום,,20/12/2022,חיפה,יפו,51,0,חיפה,,,3100101,125,125,,,
513475939,16/03/2017,מזור לקשיש חברה לתועלת הציבור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,בתי אבות,,,,,,,20/12/2022,שבי ציון,שבי ציון ,,0,שבי ציון,שבי ציון ,,0,82,82,,,
513473355,,עמיתי ברונפמן בישראל - חברה לתועלת הציבור בע~מ,BRONFMAN FELLOWSHIPS IN ISRAEL - PUBLIC BENEFIT COMPANY LTD,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,,,,,,,,,20/12/2022,ירושלים,השיירות,10,92544,ירושלים,,,0,4721,4721,,,
513525097,12/03/2013,מוקד חסדים בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,בני ברק,ירושלים,40,5144207,,,,0,0,0,,,
513527879,03/03/2013,המרכז האקדמי פרס בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,193415000,0,450,דרום,,28/06/2023,רחובות,שמעון פרס,10,7610202,,,,0,0,0,,27/12/2021,
513528547,11/02/2013,חברת אהל אלסנה אלחיריה (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2020,6082887,2,76,מרכז,,20/12/2022,ירושלים,שועפאט,15,9730012,,,,0,0,0,,,
513529438,13/03/2013,קיי. אמ. ג'יי.קרית מלך רב בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,ירושלים,שמאי,19,9463124,ירושלים,,,9131302,31411,31411,,,
513529545,02/04/2013,התאחדות מתפללי בית החסידים גור שד~ל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,בתי כנסת,,,,,,,20/12/2022,בני ברק,מימון,28,0,,,,0,0,0,,,
513532093,29/11/2012,בתי ספר אל אימאן בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,27106472,0,217,צפון,,13/02/2023,ירושלים,בית חנינא החדשה,0,9730000,ירושלים,,,9117301,17367,17367,,,
513532192,03/07/2012,אלריסאלה אלסיחיה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,,עין,0,0,פוריידיס,,,0,1113,1113,,,
513532242,28/09/2014,ג'מעית אלח'יר ואלעטאא בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,טורעאן,,0,1695000,טורעאן,,,0,302,302,,,
513532325,,האש שלי תוקד עד ביאת המשיח ע~ש רבי ישראל בר אודסר בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2021,2030203,0,14,דרום,,20/12/2022,ירושלים,חברת ש~ס,26,9523124,,,,0,0,0,,,
513532333,,עתיד - רשת חינוך ובתי ספר בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,584618000,0,2637,דרום,,20/12/2022,טירת כרמל,מוצקין,13,3902652,,,,0,0,0,,,
513533224,12/03/2013,חובטי הזהב 2004 טניס שולחן (חל~צ),GOLDEN RACKET 2004 TABLE TENNIS (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,,,,,,,20/12/2022,הוד השרון,המגן,14,4530914,,,,0,0,0,,,
513534792,21/09/2015,מואאססת אלקרד' אלחסן אלח'ירייה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,468549,7,1,מרכז,,20/12/2022,אום אל-פחם,דרך אלע'זלאת        ,0,3001000,אום אל-פחם,,,0,5214,5214,,,
513468538,,ח.ל. חינוך לשלום בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,3837572,0,7,דרום,,20/12/2022,רמת גן,ז'בוטינסקי,33,5251107,,,,0,0,0,,,
513449504,04/03/2013,הטלוויזיה החברתית - לקידום סדר יום חברתי בישראל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2021,860042,27,3,דרום,,20/12/2022,תל אביב - יפו,שדרות ח~ן,31,6416611,,,,0,0,0,,,
513450270,16/07/2017,התאגיד לקידום מוסדות חינוך מוכרים שאינם רשמיים בישראל בע~מ (חל~צ),SOCIETY FOR THE ADVANCEMENT OF UNOFFICIAL BUT RECOGNISED EDUCATIONAL INSTITUTIONS IN ISRAEL LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,21/12/2022,ירושלים,אלעזר המודעי,17,9367120,ירושלים,,,9108701,8805,8805,,,
513446625,03/03/2013,אנו - עושים שינוי בע~מ (חל~צ),ANU - making change Ltd (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,2022,2384737,0,10,דרום,,20/12/2022,אור יהודה,חרוב,12,6041549,אור יהודה,,,6025101,143,143,,,
513446641,,משיח גן ישראל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2022,697034,5,22,מרכז,,20/12/2022,יסוד המעלה,הורדים,2,1210500,,,,0,0,0,,,
513414409,11/03/2013,חמד - חברה לתועלת הציבור בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2021,6525816,0,105,דרום,,20/12/2022,ירושלים,שטראוס,4,0,ירושלים,,,9118601,18703,18703,,27/12/2021,
513432989,,בית הישועה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,מוסדות שיקום,2022,471659,0,4,צפון,,20/12/2022,מעלה אדומים,מבוא הורקניה,9,9842109,,,,0,0,0,,,
513433359,13/03/2013,"המכון הדרוזי למחקר קשרי חוץ,חינוך ותרבות חברה לתועלת הציבור בע~מ (חל~צ)",,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,דאלית אל-כרמל,ראשי,1,30056,דאלית אל-כרמל,,,0,70,70,,,
513436857,08/11/2016,שמיר - שרותי מידע רפואי בע~מ (חל~צ),SHAMIR - MEDICAL INFORMATION SERVICES LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,2022,391879,30,0,דרום,,20/12/2022,קריית טבעון,הבונים,47,3603147,,,,0,0,0,,,
513423137,04/04/2013,תאטרון מחול אבשלום פולק  בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,2022,3241423,0,21,דרום,,24/07/2023,תל אביב - יפו,האחים מסלאויטה,7,6701018,,,,0,0,0,,,
513423210,03/04/2013,המרכז לאקונומיה בישראל בע~מ (חל~צ),THE ECONOMIA CENTER OF ISRAEL (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,רחובות,יעבץ,3,7625205,רחובות,,,7611402,1510,1510,,,
513426866,11/03/2013,כרם גפן ישראל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,4093703,0,89,צפון,,21/06/2023,בני ברק,הרב אברמסקי,37,5124112,,,,0,0,0,,,
513429514,,החברה לקידום פעילויות ננוטכנולוגיות בע~מ,,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,,,,,,,,,20/12/2022,תל אביב - יפו,בלוך,41,64681,,,,0,0,0,,,
513400143,30/09/2014,חברה לתועלת הציבור - גמזו מחקרים בע~מ (חל~צ),PUBLIC PURPOSE COMPANY - GAMZU RESEARCHE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,תל אביב - יפו,זאב רכטר,6,69555,,,,0,0,0,,,
513401000,14/02/2013,בוסתן לשלום בע~מ (חל~צ),BUSTAN L'SHALOM LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,באר שבע,בן צבי יצחק,10,8489328,באר שבע,,,8410602,842,842,,,
513405803,14/01/2013,גני ילדים אל-זהראא בע~מ (חל~צ),AL-ZAHRAA KINDERGARTEN LTD (CC),בפרוק מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,0,0,0,מרכז,,16/11/2023,באקה אל-גרביה,באקה-ג'ת,,30100,,,,0,0,0,,,
513407379,,ק.מ.ר. - קידום מרכזים רפואיים בע~מ (חל~צ),K.M.R. - ADVANCEMENT OF MEDICAL CENTERS LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,2022,7887000,0,0,צפון,,04/12/2023,חיפה,העליה השניה,8,3525408,,,,0,0,0,,27/12/2021,
513408625,31/05/2015,דרכנו - יוצאים לפעולה (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"ארגוני סנגור, שינוי חברתי ופוליטי",פעילות פוליטית,2022,9707325,200,15,דרום,,20/12/2022,רמת גן,בצלאל,4,5252104,,,,0,0,0,,,
513391979,11/03/2013,חץ- חושבים ציונות בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,97000,4,0,דרום,,20/12/2022,פתח תקווה,היבנר,60,4940064,,,,0,0,0,,,
513392282,17/06/2015,אב~י - ארגון בנות ישראל בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,,,,,,,20/12/2022,נתניה,רבי מאיר,6,4244830,,,,0,0,0,,,
513375253,04/04/2013,מועדון טניס שולחן הוד השרון (חל~צ),,מחוסלת מרצון,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,,,,,,,20/12/2022,הוד השרון,המגן,14,45309,,,,0,0,0,,,
513377457,17/03/2013,צוותא לתרבות מתקדמת בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,תרבות או אמנות,אחר - תרבות ואומנות,2022,8930000,0,22,דרום,,06/06/2018,תל אביב - יפו,אבן גבירול,30,6407807,,,,0,0,0,,27/12/2021,
513377929,11/03/2013,מרכזי חינוך ורווחה ויזניץ בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,3950836,0,93,צפון,,20/12/2022,ירושלים,אגסי שמעון,47,9387749,ירושלים,,,9105101,5132,5132,,27/12/2021,
513378745,18/05/2017,חסדי שמחה בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,מגדל העמק,הניצנים,8,2351304,מגדל העמק,,,0,5669,5669,,,
513378752,03/07/2017,מאורות הדף היומי בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית",ישיבה – כולל,2022,1098026,0,0,צפון,,20/12/2022,בני ברק,ירושלים,6,5134207,,,,0,0,0,,,
513349647,02/04/2013,חמה (ישראל) חיות מחמד והאדם בסיוע הדדי בע~מ (חל~צ),HAMA (ISRAEL) HUMANS & ANIMALS IN MUTUAL ASSISTANCE LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,451126,3,1,דרום,,20/12/2022,גבעת חיים (איחוד),,0,3893500,,,,0,0,0,,,
513352054,11/03/2013,קרן עזרה וסיוע דחסידי אלכסנדר בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,בני ברק,אליהו הנביא,9,5152113,,,,0,0,0,,27/12/2021,
513314732,,הקרן המשפחתית על-שם תד אריסון (ישראל) חברה לתועלת הציבור בע~מ ,"THE TED ARISON FAMILY FOUNDATION (ISRAEL), A PUBLIC BENEFIT COMPANY LTD ",פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2022,7326666,0,0,דרום,,20/12/2022,תל אביב - יפו,שד' שאול המלך,21,6436723,,,,0,0,0,,,
513322396,,שטיבלך קהל חסידים בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,,300401,0,1,מרכז,,20/12/2022,אשדוד,מיכשוילי,36,7755739,,,,0,0,0,,,
513324376,03/03/2013,הפועל עירוני ערערה בע~מ (חל~צ),HAPOAL AERONE ARARA LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,ספורט,אחר - ספורט,,,,,,,20/12/2022,ערערה,ישוב,,30026,,,,0,0,0,,,
513338582,24/09/2017,מואססת ~אלאסראא~ לחינוך ולספורט בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,עוזייר,,0,1790300,,,,0,0,0,,,
513343772,21/02/2013,אנסר אלחק בע~מ (חל~צ),ANSAR ALHAQ LTD (CC),פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,דת,אחר - דת,2022,868595,20,0,מרכז,,20/12/2022,באקה אל-גרביה,ראשי ,0,3010000,באקה אל-גרביה,,,3010007,496,496,,,
513239616,20/10/2009,ש.י.ר.ן (2002)  מיסוד האגודה למען החייל בע~מ (חל~צ),,מחוסלת עקב מיזוג,לעסוק בסוגי עיסוק שפורטו בתקנון,,,,,,,,,20/12/2022,תל אביב - יפו,מבוא גרופית,4,6930041,,,,0,0,0,,,
513242925,04/04/2013,החברה לתועלת הציבור ע~ש זוהרי אסתר בע~מ (חל~צ) בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,שירותי רווחה,אחר - שירותי רווחה,2021,1307307,0,2,דרום,,27/06/2023,נתיבות,קרית שלום ,1,8771301,נתיבות,,,8771301,362,362,,,
513244673,10/02/2013,אפק - ארגון פרט קבוצה - האגודה הישראלית ללימוד תהליכים קבוצתיים ואירגונים בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,ירושלים,קובובי,48,9675760,ירושלים,,,0,8280,8280,,,
513246454,12/03/2013,שער התלמוד בע~מ (חל~צ),,פעילה,לעסוק בסוגי עיסוק שפורטו בתקנון,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,7556862,0,22,מרכז,,20/12/2022,בני ברק,צבי,21,0,,,,0,0,0,,27/12/2021,
