מספר חלצ,תאריך רישום חלצ,שם חלצ בעברית,שם חלצ באנגלית,סטטוס חלצ,מטרות ארגון רשמיות,סיווג פעילות ענפי,תחום פעילות,שנת דיווח דוח כספי אחרון,מחזור - נתונים מדוח מילולי מקוון,מתנדבים- נתונים מדוח מילולי מקוון,עובדים- נתונים מדוח מילולי מקוון,איזורי פעילות,מקומות פעילות,תאריך עדכון אחרון של נתוני חלצ,כתובת - ישוב,כתובת - רחוב,כתובת - מספר דירה,כתובת - מיקוד,מען - ישוב,מען - רחוב,מען - מספר דירה,מען - מיקוד,מען - מיקוד תיבת דואר,מען - תיבת דואר,תאריך התחלה תוקף מטרות עמותה,תאריך ביקורת עומק אחרונה,Column1
515856631,06/06/2018,הבלוק הדמוקרטי הישראלי  בע~מ (חל~צ),THE ISRAELI DEMOCRATIC BLOC LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,2022,2707006,0,5,דרום,,20/12/2022,תל אביב - יפו,הירשביין,9,6683948,,,,0,0,0,,,
515817757,19/03/2018,ארכיבישופ יחזקאל גוטי - מגדלור של רחמים בארץ הקודש בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,דת,ארגון דת נוצרי,,,,,,,21/12/2022,רמת גן,תובל,13,5252228,,,,0,0,0,,,
515845162,13/05/2018,וול פור אול בע~מ (חל~צ),WALL FOR ALL LTD (CC),פעילה,מטרות ציבוריות בלבד,תרבות או אמנות,אומנות,2022,59479,10,1,דרום,,27/09/2023,נתיב העשרה,,105,7975500,,,,0,0,0,,,
515822161,26/03/2018,הילמ~ה - הייטק למען החברה  בע~מ (חל~צ),HILLMA - HIGH TECH FOR THE SOCIETY LTD (CC),פעילה,מטרות ציבוריות בלבד,שיכון ופיתוח עירוני,יוזמות עסקיות,2021,6323564,30,29,דרום,,20/12/2022,ירושלים,הרטום,16,0,,,,0,0,0,,,
515829992,15/04/2018,במשך היובל - ירושלים בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית",ישיבה – כולל,,,,,,,21/12/2022,ירושלים,חכמי יוסף,51,9641410,,,,0,0,0,,,
515842441,07/05/2018,יאללה משנים מהספה בע~מ (חל~צ),,מחוסלת מרצון,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,21/12/2022,תל אביב - יפו,חיל המשמר,20,6969220,,,,0,0,0,,,
515850444,23/05/2018,"על הגל - פוגשים את הים, אחרת בע~מ (חל~צ)",,פעילה,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,2022,1463649,40,30,מרכז,,20/12/2022,בית שמש,בן צבי,24,9903024,,,,0,0,0,,,
515843225,08/05/2018,חץ לישראל  בע~מ (חל~צ),HETZ FOR ISRAEL LTD (CC),פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,4554496,60,4,ירושלים,,20/12/2022,ירושלים,יפו,206,9438302,,,,0,0,0,,,
515876951,18/07/2018,מרכז חברתי קהילתי בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2021,58228,19,0,מרכז,,20/12/2022,ירושלים,שמעוני,5,9262305,,,,0,0,0,,,
515889780,14/08/2018,בוסר בע~מ (חל~צ),BOSSER LTD (CC),פעילה,מטרות ציבוריות בלבד,תרבות או אמנות,אומנות,,0,3,0,דרום,,21/12/2022,קריית אונו,הקשת,2,5540101,,,,0,0,0,,,
515853810,30/05/2018,אבו טור מחקרי שיתוף פעולה כלכלי בע~מ (חל~צ),ABU TOR ECONOMIC RESEARCH COLLABORATIVE LTD (CC),פעילה,מטרות ציבוריות בלבד,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",2018,187442,0,0,דרום,,21/12/2022,ירושלים,עין רוגל,9,9354309,ירושלים,,,9120402,20545,20545,,,
515864767,25/06/2018,ארבע פעימות בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2020,114098,0,0,מרכז,,29/06/2023,בקעות,,0,9069400,,,,0,0,0,,,
515867562,01/07/2018,אית~י - אגודה ישירה תורמת ידע בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,07/09/2023,הרצליה,שד אבא אבן,8,4672526,,,,0,0,0,,,
515890655,16/08/2018,פורום תעשיית הבלוקצ'יין  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,איגודים מקצועיים,אחר - איגודים מקצועיים,,,,,,,20/12/2022,תל אביב - יפו,אלון יגאל,96,6789139,,,,0,0,0,,,
515905156,02/10/2018,ביחד קהילה  טיפולית 2018 בע~מ (חל~צ),,בפרוק מרצון,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2022,0,0,0,דרום,,06/08/2023,גבת,אין רחובות,0,3657900,,,,0,0,0,,,
516002821,25/03/2019,עוצמה מודיעין מכבים רעות כדורסל בוגרים  בע~מ (חל~צ),OTZMA MODIIN MACABIM REUT BASKETBALL ADULTS  LTD (CC),פעילה,מטרות ציבוריות בלבד,ספורט,אחר - ספורט,,,,,,,21/12/2022,מודיעין-מכבים-רעות,רחל אמנו,57,7177108,,,,0,0,0,,,
515909224,08/10/2018,מיזם קולקטיב אימפקט - השותפות לקידום תעסוקה בחברה הערבית בע~מ (חל~צ),THE COLLECTIVE IMPACT INITIATIVE - THE PARTNERSHIP FOR A BREAKTHROUGH IN ARAB EMPLOYMENT LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2022,16771814,0,43,דרום,,20/12/2022,תל אביב - יפו,הנחושת,3,0,,,,0,0,0,,,
515905180,02/10/2018,עבודה שווה בע~מ (חל~צ),AVODA SHAVA LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2021,201193,39,0,דרום,,20/12/2022,נטעים,אין רחובות,17,7687000,,,,0,0,0,,,
515921070,04/11/2018,ווי אול גרין בע~מ (חל~צ),WE ALL GREEN LTD (CC),פעילה,מטרות ציבוריות בלבד,סביבה ובעלי חיים,איכות הסביבה,,0,2,0,תל אביב,,21/12/2022,משמר דוד,אין רחובות,2,7684100,משמר דוד,,,7684100,216,216,,,
560036659,11/07/2019,אס דאבלוי סי מיוזיאום קורפ (פרטי)  (חל~צ),SWC MUSEUM CORP (PRIVATE) (CC),פעילה,מטרות ציבוריות בלבד,תרבות או אמנות,אחר - תרבות ואומנות,,,,,,,05/08/2020,רמת גן ,חילזון ,6,0,רמת גן,,,5213602,3424,3424,,,
515881985,29/07/2018,ארגון עסקים אשדוד בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,איגודים מקצועיים,אחר - איגודים מקצועיים,,,,,,,17/08/2023,אשדוד,שד ירושלים,18,7752311,אשדוד,,,7712102,2210,2210,,,
515865327,26/06/2018,ווסטה צגה - מרכז לפסיכותרפיה מותאמת תרבות במציאות משתנה בע~מ (חל~צ),WUSTE TZEGA - CENTER FOR CULTURALLY ADAPTED PSYCHOTHERAPY IN A CHANGING REALITY LTD (CC),פעילה,מטרות ציבוריות בלבד,בריאות או הצלת חיים,בתי חולים ומוסדות רפואיים,2022,592503,0,4,מרכז,,24/10/2023,חדרה,הרצל,19,3820417,,,,0,0,0,,,
515872729,11/07/2018,מרכז קוקודי לדיאלוג תרבותי קוסמופוליטי  בע~מ (חל~צ),COCUDI CENTER FOR COSMOPOLITAN CULTURAL DIALOGUE LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2021,325786,2,2,דרום,,20/12/2022,תל אביב - יפו,ויצמן,111,6226215,,,,0,0,0,,,
515920627,,קרן מנומדין לאימפקט חברתי   בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2022,12139365,3,7,דרום,,20/12/2022,הרצליה,משכית,14,4673314,הרצליה,,,4673314,12231,12231,,,
560035925,08/11/2018,קרן סטלה אנד סאם סקורה הולוקוסט סורוויוורז  (חל~צ),STELLA AND SAM SKURA HOLOCAUST SURVIVORS FUND (CC),פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2019,3685016,2,0,דרום,,20/12/2022,רעננה,הזמיר,7,4372540,,,,0,0,0,,,
515868339,,חל~צ טסט אתר בע~מ (חל~צ),COMPANY TEST LTD (CC),פעילה,מטרות ציבוריות בלבד,דת,בתי כנסת,,,,,,,21/12/2022,ירושלים,קרית מדע,6,9777606,,,,0,0,0,,,
515873297,11/07/2018,עילי- כדורגל ייחודי טיפולי חברתי  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2022,1666169,62,1,דרום,,20/12/2022,ראש העין,גרטרוד עליון        ,9,4841016,,,,0,0,0,,,
515874857,15/07/2018,צליל מית~ר בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,סביבה ובעלי חיים,דאגה לרווחת בעלי חיים,,,,,,,20/12/2022,פתח תקווה,השושנים,6,4945037,,,,0,0,0,,,
516184967,21/04/2020,טבע סיטי סנטר  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,בריאות או הצלת חיים,אחר - בריאות והצלת חיים,,,,,,,21/12/2022,סולם ,,3234,19115,סולם,,,1911500,73,73,,,
716193129,,הרווארד מרכז תמיכה מחקר גלובלי ישראל (חל~צ),HARVARD GLOBAL RESEARCH SUPPORT CENTRE ISRAEL (PBC),בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,תל אביב - יפו,נירים,1,6706036,תל אביב - יפו,,,6706036,9250,9250,,,
515922300,05/11/2018,הרווארד מרכז תמיכה מחקר גלובלי ישראל בע~מ (חל~צ),HARVARD GLOBAL RESEARCH SUPPORT CENTRE ISRAEL  LTD (CC),פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,1921724,0,3,דרום,,20/12/2022,תל אביב - יפו,נירים,1,6706036,תל אביב - יפו,נירים,1,6706036,0,0,,,
515920163,31/10/2018,בית דניאלה בע~מ (חל~צ),BEIT DANIELLA LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2022,3228999,10,15,דרום,,20/12/2022,ירושלים,מעלה אורנים,13,9727647,,,,0,0,0,,,
515882009,29/07/2018,א.ב. לקהילה בני ברק בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,דת,אחר - דת,2022,1588497,0,29,מרכז,,18/04/2023,בני ברק,שד רמז,4,5158702,,,,0,0,0,,,
515937977,11/12/2018,הארגון לשימור והצלה של בתי קברות ואתרי קבורה יהודיים בע~מ (חל~צ),THE ORGANIZATION FOR THE PRESERVATION AND RESCUE OF THE JEWISH CEMETERIES AND BURIAL SITES LTD (CC),פעילה,מטרות ציבוריות בלבד,דת,אחר - דת,,,,,,,21/12/2022,רמת גן,המעיין,3,5250466,,,,0,0,0,,,
515904522,17/09/2018,שירותי בריאות משולבים בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,בריאות או הצלת חיים,אחר - בריאות והצלת חיים,,86871,24,2,דרום,,05/12/2018,גן נר,רקפת,243,1935100,,,,0,0,0,,,
515920189,31/10/2018,אילנות של זהב  בע~מ (חל~צ),ILANOT SHEL ZAHAV  LTD (CC),פעילה,מטרות ציבוריות בלבד,תרבות או אמנות,אחר - תרבות ואומנות,2022,19038,5,0,דרום,,20/12/2022,גבעתיים,אריאל שרון          ,3,5320045,,,,0,0,0,,,
516124856,26/12/2019,ארגון המשפטנים (שאינם עורכי דין) בישראל בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,איגודים מקצועיים,ארגונים מקצועיים,,,,,,,21/12/2022,רמת השרון,החרושת ,18,4711702,,,,0,0,0,,,
515915007,21/10/2018,קרן סטיבן מ. מייזל בע~מ (חל~צ),STEVEN M. MIZEL FOUNDATION LTD (CC),פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2018,596641,0,5,צפון,,20/12/2022,ירושלים,הרטום,19,9777518,ירושלים,,,9104401,45033,45033,,,
816101456,,זכרון שמשון צדקה וחסד,ZICHRON SHIMSHON TZEDAKAH AND CHESSED,בתהליכי רישום,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,,,,,,,20/12/2022,ירושלים,הרטום,19,9777518,,,,0,0,0,,,
515890879,26/11/2018,"מכון אלן לבינה מלאכותית, ישראל  בע~מ (חל~צ)","ALLEN INSTITUTE FOR ARTIFICIAL INTELLIGENCE, ISRAEL  LTD (CC)",פעילה,מטרות ציבוריות בלבד,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",2022,12555919,0,16,צפון,,09/08/2023,תל אביב - יפו,מנדלר אלברט אברהם,10,6107045,,,,0,0,0,,,
515981215,14/02/2019,הקסה פאונדיישן בע~מ (חל~צ),HEXA FOUNDATION LTD (CC),פעילה,מטרות ציבוריות בלבד,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",,,,,,,21/12/2022,תל אביב - יפו,דרך בגין,121,6701203,,,,0,0,0,,,
515920486,01/11/2018,אס. טי. איי- שכולו טוב אינטרנשיונל בע~מ (חל~צ),S.T.I- SHEKULO TOV INTERNATIONAL LTD (CC),פעילה,מטרות ציבוריות בלבד,שירותי רווחה,שירותי רווחה לאוכלוסיות שונות,,,,,,,21/12/2022,לוד,בת שבע,1,7120101,,,,0,0,0,,,
515917417,25/10/2018,סקייל - אפ ולוסיטי בע~מ (חל~צ),SCALE - UP VELOCITY LTD (CC),פעילה,מטרות ציבוריות בלבד,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",2021,9721266,0,7,צפון,,20/12/2022,תל אביב - יפו,לילינבלום,28,6513307,,,,0,0,0,,,
515924413,08/11/2018,אקדמיה משלה  בע~מ (חל~צ),AN ACADEMY OF HER OWN  LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,2019,13686,5,0,דרום,,13/08/2023,תל אביב - יפו,יהודה הלוי,,6522719,,,,0,0,0,,,
1017152000,,קול הילד,,בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,מבשרת ציון,פטדה,5,9075619,,,,0,0,0,,,
515940492,17/12/2018,מהאראת לפיתוח וייעוץ ארגוני  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,איגודים מקצועיים,אחר - איגודים מקצועיים,2022,0,0,0,דרום,,21/12/2022,כפר קאסם,אין רחובות,0,4881000,כפר קאסם,,,4881000,312,312,,,
515968337,24/01/2019,מכאן ומשם בע~מ (חל~צ),,מחוסלת מרצון,מטרות ציבוריות בלבד,תרבות או אמנות,אחר - תרבות ואומנות,2020,0,0,0,מרכז,,01/02/2023,רעננה,הרצל,17,4335311,,,,0,0,0,,,
515933448,29/11/2018,פורום חברות הזנק נצרת  בע~מ (חל~צ),NAZARETH STARTUP COMPANIES FORUM LTD (CC),פעילה,מטרות ציבוריות בלבד,"מחקר, מדע וטכנולוגיה","אחר - מחקר, מדע וטכנולוגיה",,,,,,,21/12/2022,נצרת,רח 5129,1,1602820,נצרת,,,1610102,266,266,,,
1114040817,,יוניטיק ארגון בינלאומי לבטיחות באינטרנט בע~מ,UNITEEK INTERNATIONAL ORGANIZATION OF INTERNET SAFETY LTD,בתהליכי רישום,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,נצרת,1011,1,0,נצרת,,,0,9240,9240,,,
515966034,22/01/2019,יוניטיק הארגון הבינלאומי לבטיחות באינטרנט בע~מ (חל~צ),UNITEEK INTERNATIONAL ORGANIZATION OF INTERNET SAFETY LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,,,,,,,21/12/2022,נצרת,1011,6,0,נצרת,,,0,9240,9240,,,
515933463,29/11/2018,מעגל 360 בע~מ (חל~צ),CIRCLE 360 LTD (CC),פעילה,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,2019,22550,70,1,דרום,,20/12/2022,תל אביב - יפו,פיליכובסקי,13,6934130,,,,0,0,0,,,
560036576,05/06/2019,גרוזלם פיסבילדרס אינק. (נרשמה בארה~ב)  (חל~צ),JERUSALEM PEACEBUILDERS INC. (REGISTERED IN U.S.A)  (CC),פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית",תוכניות חינוך,,,,,,,21/12/2022,ירושלים,דרך שכם,65,9720814,,,,0,0,0,,,
515972248,31/01/2019,למסת ופאא בע~מ (חל~צ),SMILE HOPE LTD (CC),פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2020,579880,0,4,מרכז,,20/12/2022,ירושלים,אלמליסון - ג'בל אל מוכבר,0,0,ירושלים,,,9138901,38902,38902,,,
515979391,12/02/2019,"עושים שינוי, שמיים וארץ  בע~מ (חל~צ)","MAKING CHANGE, SKY AND EARTH  LTD (CC)",פעילה,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,2020,582201,3,1,דרום,,20/12/2022,תל אביב - יפו,הברזל,30,6971042,,,,0,0,0,,,
515940096,16/12/2018,מסאחה - מרחב  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2022,2226279,3,11,דרום,,20/12/2022,גבת,,1,3657900,,,,0,0,0,,,
1205184121,,מ.ס.ק רווחה וחינוך ,,בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית",מעונות יום וחינוך קדם יסודי,,,,,,,20/12/2022,בענה,ת.ד. 161,161,2018900,,,,0,0,0,,,
515937183,25/08/2019,איגוד הרמן פון הלמהולץ  בע~מ (חל~צ),HERMANN VON HELMHOLTZ ASSOCIATION  LTD (CC),פעילה,מטרות ציבוריות בלבד,,,2019,1256667,0,2,ירושלים,,20/12/2022,תל אביב - יפו,אלון יגאל,94,6789139,,,,0,0,0,,,
1206163228,,"בית חנינה - רווחה, פיתוח ושירותי קהילה ","BEIT HANINA - WELFARE, DEVELOPMENT AND COMMUNITY SERVICES",בתהליכי רישום,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,ירושלים,בית חנינא החדשה,12,9730040,ירושלים,,,0,80737,80737,,,
515997146,14/03/2019,קדימה מדע - רשת בתי ספר בע~מ (חל~צ),KADIMA MADA - SCHOOLS NETWORK LTD (CC),פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,0,0,0,תל אביב,,21/12/2022,כפר סבא,עתירי ידע,7,4464307,,,,0,0,0,,,
515996726,13/03/2019,פאיז אי מוחמדי בע~מ (חל~צ),FAIZ E MOHAMMEDI LTD (CC),פעילה,מטרות ציבוריות בלבד,דת,ארגון דת מוסלמי,,0,0,0,דרום,,20/12/2022,תל אביב - יפו,יצחק שדה,6,6777506,,,,0,0,0,,,
516020625,06/05/2019,ההיכל להנצחת ומורשת מלחמת יום הכיפורים בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,מורשת או הנצחה,אחר - מורשת והנצחה,,,,,,,21/12/2022,תל אביב - יפו,הנוטר,12,6969812,,,,0,0,0,,,
1219095217,,האקדמיה למנהל,THE ACADEMY OF MANAGEMENT INC,בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,תל אביב - יפו,שדרות רוטשילד,41,6578401,,,,0,0,0,,,
515967065,23/01/2019,עור~ק - עורף קבוצתי וקהילתי בע~מ (חל~צ),OREK - RECIPROCAL BACKING GROUPS AND COMMUNITIES  LTD (CC),פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2022,141711,30,0,דרום,,31/08/2023,כפר ראש הנקרה,דרך צפונית          ,1,2282500,,,,0,0,0,,,
515983393,18/02/2019,מימון פיננסי חברתי ישראל - פרויקט מתמטיקה ברהט  בע~מ (חל~צ),SOCIAL FINANCE ISRAEL - THE MATHEMATICS PROJECT IN RAHAT  LTD (CC),פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2022,0,0,0,מרכז,,20/12/2022,תל אביב - יפו,קפלן,17,6473418,,,,0,0,0,,,
106102209,,דרך חיים,,בתהליכי רישום,מטרות ציבוריות בלבד,קהילה וחברה,אחר - קהילה וחברה,,,,,,,20/12/2022,רהט,אלמנארה,959,8535700,רהט,,,8535700,103,103,,,
516039021,12/06/2019,קנאנה בנגב  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,5650,0,0,צפון,,25/07/2023,רהט,,167,8535700,,,,0,0,0,,,
515979623,12/02/2019,תנופה לשיפור איכות החיים בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,שירותי רווחה,שירותי רווחה לאוכלוסיות שונות,,,,,,,21/12/2022,קריית ביאליק,הגפן,2,2702302,,,,0,0,0,,,
108111202,,אש תמיד,,בתהליכי רישום,מטרות ציבוריות בלבד,דת,ישיבה – כולל,,,,,,,20/12/2022,ירושלים,חזון איש,45,9752054,,,,0,0,0,,,
515977809,10/02/2019,מעצמה בקהילה   בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2022,5619080,0,29,דרום,,20/12/2022,נצרת,רח 6034,1,0,נצרת,,,1612302,2378,2378,,,
516021359,07/05/2019,אחדות הברכה  בע~מ (חל~צ),ACHDUT HABRACHA  LTD (CC),פעילה,מטרות ציבוריות בלבד,דת,אחר - דת,2021,2190054,0,25,צפון,,18/04/2023,בני ברק,וינברג שמואל,4,5148005,,,,0,0,0,,,
120112703,,עדן ללעולום אל שרעייה - זמר,,בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,באקה אל-גרביה,אלסבאע,1,3010000,באקה אל-גרביה,,,3010000,388,388,,,
515998896,18/03/2019,פורום קפה שפירא  בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2020,848784,278,0,דרום,,20/12/2022,רמת גן,היצירה,28,5252168,,,,0,0,0,,,
516011830,11/04/2019,פאסג'ס אינטרנשיונאל אופריישנס בע~מ (חל~צ),PASSAGES INTERNATIONAL OPERATIONS  LTD (CC),פעילה,מטרות ציבוריות בלבד,דת,אחר - דת,2020,770673,0,2,דרום,,11/07/2023,תל אביב - יפו,דרך בגין,146,6492103,,,,0,0,0,,,
516100070,31/10/2019,ארגון נהגי התחבורה הציבורית בישראל בע''מ בע~מ (חל~צ),,פעילה,מטרות ציבוריות בלבד,איגודים מקצועיים,אחר - איגודים מקצועיים,,,,,,,20/12/2022,תל אביב - יפו,קפלן,17,6473418,,,,0,0,0,,,
515982445,17/02/2019,אקסל לרטור - מכון למחקר ולהנגשת ידע בע~מ (חל~צ),ACCEL LERATOR - RESEARCH AND INFORMATION ACCESS INSTITUTE LTD (CC),פעילה,מטרות ציבוריות בלבד,"מחקר, מדע וטכנולוגיה","מחקר, מדע וטכנולוגיה",2022,0,0,0,ירושלים,,21/12/2022,הוד השרון,גרניט,,4550206,,,,0,0,0,,,
203104002,,אלויישן ונצרז ,,בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",,,,,,,20/12/2022,ירושלים,דרך שועפאט,49,9717020,ירושלים,,,0,95820,95820,,,
515986248,24/02/2019,איגוד קופת התנאים בעיה~ק טבריא  (חל~צ),IGUD KUPAT HATANAIM TIBERIAS  (CC),פעילה,מטרות ציבוריות בלבד,דת,ארגון דת יהודי,2019,12074.8,2,0,צפון,,20/12/2022,טבריה,ורנר,25,1426731,טבריה,,,1410901,1007,1007,,,
515998235,17/03/2019,"המכון לכספים, מסים וכלכלה נבונה בע~מ (חל~צ)","INSTITUTE FOR FINANCE, TAXES AND ECONOMIC INTELLIGENCE LTD (CC)",פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית","אחר - חינוך, השכלה והכשרה מקצועית",2020,28000,1,0,דרום,,20/12/2022,טלמון,"הגפן,נריה ",45,7193700,,,,0,0,0,,,
516011996,,קרן סלמנקה  בע~מ (חל~צ),SALAMANCA FOUNDATION LTD (CC),פעילה,מטרות ציבוריות בלבד,שירותי רווחה,אחר - שירותי רווחה,2022,2108141,0,1,צפון,,13/11/2023,נתניה,דודו דותן,14,4265945,,,,0,0,0,,,
219130737,,בשבילכם חברה לתועלת הציבור,FOR YOU  COMMUNITY INTERST COMPANY,בתהליכי רישום,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית",מוסדות חינוך,,,,,,,20/12/2022,אכסאל ,,239,0,,,,0,0,0,,,
516032604,29/05/2019,בשבילכם גם אתם  בע~מ (חל~צ),FOR YOU TOO  LTD (CC),פעילה,מטרות ציבוריות בלבד,"חינוך, השכלה והכשרה מקצועית",מוסדות חינוך,2021,1768775,0,55,דרום,,15/05/2023,אכסאל,אכסאל,239,1692000,,,,0,0,0,,,
516060977,24/07/2019,לרינה  בע~מ (חל~צ),LARINA  LTD (CC),פעילה,מטרות ציבוריות בלבד,דת,ארגון דת יהודי,,400000,0,0,דרום,,20/12/2022,תל אביב - יפו,שפע טל,1,6701318,,,,0,0,0,,,
224163556,,קופר לפיתוח תרבות ומוזיקה בישראל,KUPER FOR THE DEVELOPMENT OF CULTURE AND MUSIC IN ISRAEL,בתהליכי רישום,מטרות ציבוריות בלבד,תרבות או אמנות,אחר - תרבות ואומנות,,,,,,,20/12/2022,אשדוד,אגס,4,7707001,,,,0,0,0,,,
515998011,17/03/2019,קופר לפיתוח תרבות ומוזיקה בישראל בע~מ (חל~צ),KUPER FOR THE DEVELOPMENT OF CULTURE AND MUSIC IN ISRAEL LTD (CC),פעילה,מטרות ציבוריות בלבד,תרבות או אמנות,אחר - תרבות ואומנות,,,,,,,20/12/2022,בת ים,קנמון אהוד,2,5959215,,,,0,0,0,,,
516021334,07/05/2019,המכון לארכיאולוגיה מקראית  בע~מ (חל~צ),THE BIBLICAL ARCHAEOLOGY INSTITUTE  LTD (CC),פעילה,מטרות ציבוריות בלבד,תרבות או אמנות,אחר - תרבות ואומנות,,,,,,,21/12/2022,תל אביב - יפו,ולנברג ראול,6,6971905,,,,0,0,0,,,
304085536,,סנאבל אלכיר,,בתהליכי רישום,מטרות ציבוריות בלבד,קהילה וחברה,פעילות חברתית,,,,,,,20/12/2022,משהד,עין אלבידה,1,1696700,משהד,,,1696700,893,893,,,
516052164,08/07/2019,גילוי מוקדם של סרטן השד לכולם בע~מ (חל~צ),EARLY DETECTION FOR ALL OF BREAST CANCER LTD (CC),פעילה,מטרות ציבוריות בלבד,בריאות או הצלת חיים,אחר - בריאות והצלת חיים,,,,,,,21/12/2022,הרצליה,השומר,2,0,,,,0,0,0,,,
